Time,"flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_3_9"",instance=""10.42.3.9:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_3_10"",instance=""10.42.3.10:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}","flink_taskmanager_Status_JVM_CPU_Load{component=""taskmanager"",container=""flink-main-container"",endpoint=""prom"",host=""10_42_3_11"",instance=""10.42.3.11:9249"",job=""default/flink-pod-monitor"",namespace=""default"",pod=""flink-taskmanager-1-1"",tm_id=""flink_taskmanager_1_1""}"
2025-07-16 09:11:15,,0.582,
2025-07-16 09:11:20,,0.67,
2025-07-16 09:11:25,,0.647,
2025-07-16 09:11:30,,0.652,
2025-07-16 09:11:35,,0.5915,
2025-07-16 09:11:40,,0.62,
2025-07-16 09:11:45,,0.608,
2025-07-16 09:11:50,,0.617,
2025-07-16 09:11:55,,0.606,
2025-07-16 09:12:00,,0.634,
2025-07-16 09:12:05,,0.596,
2025-07-16 09:12:10,,0.622,
2025-07-16 09:12:15,,0.642,
2025-07-16 09:12:20,,0.6205,
2025-07-16 09:12:25,,0.65,
2025-07-16 09:12:30,,0.6025,
2025-07-16 09:12:35,,0.584,
2025-07-16 09:12:40,,0.652,
2025-07-16 09:12:45,,0.5815,
2025-07-16 09:12:50,,0.671,
2025-07-16 09:12:55,,0.6155,
2025-07-16 09:13:00,,0.5945,
2025-07-16 09:13:05,,0.6635,
2025-07-16 09:13:10,,0.6165,
2025-07-16 09:13:15,,0.595,
2025-07-16 09:13:20,,0.6255,
2025-07-16 09:13:25,,0.5975,
2025-07-16 09:13:30,,0.6305,
2025-07-16 09:13:35,,0.5905,
2025-07-16 09:13:40,,0.5925,
2025-07-16 09:13:45,,0.6325,
2025-07-16 09:13:50,,0.5875,
2025-07-16 09:13:55,,0.6045,
2025-07-16 09:14:00,,0.6355,
2025-07-16 09:14:05,,0.5695,
2025-07-16 09:14:10,,0.6305,
2025-07-16 09:14:15,,0.6255,
2025-07-16 09:14:20,,0.577,
2025-07-16 09:14:25,,0.6425,
2025-07-16 09:14:30,,0.61,
2025-07-16 09:14:35,,0.5795,
2025-07-16 09:14:40,,0.6845,
2025-07-16 09:14:45,,0.5845,
2025-07-16 09:14:50,,0.607,
2025-07-16 09:14:55,,0.6365,
2025-07-16 09:15:00,,0.5765,
2025-07-16 09:20:00,,,0.895
2025-07-16 09:20:05,,,1.0
2025-07-16 09:20:10,,,0.9838235294117647
2025-07-16 09:20:15,,,1.0
2025-07-16 09:20:20,,,0.9985
2025-07-16 09:20:25,,,0.9928571428571429
2025-07-16 09:20:30,,,0.9622549019607843
2025-07-16 09:20:35,,,1.0
2025-07-16 09:20:40,,,0.9725
2025-07-16 09:20:45,,,1.0
2025-07-16 09:20:50,,,0.999
2025-07-16 09:20:55,,,0.998
2025-07-16 09:21:00,,,0.9785714285714285
2025-07-16 09:21:05,,,0.9838235294117647
2025-07-16 09:21:10,,,1.0
2025-07-16 09:21:15,,,1.0
2025-07-16 09:21:20,,,0.9585
2025-07-16 09:21:25,,,1.0
2025-07-16 09:21:30,,,0.9005
2025-07-16 09:21:35,,,1.0
2025-07-16 09:21:40,,,0.999
2025-07-16 09:21:45,,,0.999
2025-07-16 09:21:50,,,1.0
2025-07-16 09:21:55,,,0.9964285714285714
2025-07-16 09:22:00,,,0.9495
2025-07-16 09:22:05,,,0.9862745098039216
2025-07-16 09:22:10,,,0.9872448979591837
2025-07-16 09:22:15,,,0.9936274509803922
2025-07-16 09:22:20,,,1.0
2025-07-16 09:22:25,,,0.9882352941176471
2025-07-16 09:22:30,,,0.9635
2025-07-16 09:22:35,,,1.0
2025-07-16 09:22:40,,,0.9828431372549019
2025-07-16 09:22:45,,,1.0
2025-07-16 09:22:50,,,0.9739795918367347
2025-07-16 09:22:55,,,0.9833333333333333
2025-07-16 09:23:00,,,0.9095
2025-07-16 09:23:05,,,1.0
2025-07-16 09:23:10,,,1.0
2025-07-16 09:23:15,,,0.9848039215686275
2025-07-16 09:23:20,,,1.0
2025-07-16 09:23:25,,,1.0
2025-07-16 09:23:30,,,0.9284313725490196
2025-07-16 09:23:35,,,1.0
2025-07-16 09:23:40,,,1.0
2025-07-16 09:23:45,,,1.0
2025-07-16 09:23:50,,,1.0
2025-07-16 09:23:55,,,0.999
2025-07-16 09:24:00,,,0.9665
2025-07-16 09:24:05,,,0.9995
2025-07-16 09:24:10,,,0.9985
2025-07-16 09:24:15,,,0.8333333333333334
2025-07-16 09:24:20,,,0.9903061224489796
2025-07-16 09:24:25,,,0.9872549019607844
2025-07-16 09:24:30,,,0.9244897959183673
2025-07-16 09:24:35,,,0.998
2025-07-16 09:24:40,,,0.9833333333333333
2025-07-16 09:24:45,,,1.0
2025-07-16 09:24:50,,,1.0
2025-07-16 09:24:55,,,0.9715
2025-07-16 09:25:00,,,0.948
