Time,"{pod=""myminio-pool-0-0""}","{pod=""myminio-pool-0-0""}","{pod=""myminio-pool-0-0""}","{pod=""myminio-pool-0-0""}","{pod=""myminio-pool-0-0""}"
2025-07-17 13:56:15,,,14994941.141717209,,
2025-07-17 13:56:20,,,14994941.141717209,,
2025-07-17 13:56:25,,,14994941.141717209,,
2025-07-17 13:56:30,,,16508406.04347512,,
2025-07-17 13:56:35,,,17496694.45857919,,
2025-07-17 13:56:40,,,17496694.45857919,,
2025-07-17 13:56:45,,,17496694.45857919,,
2025-07-17 13:56:50,,,17925127.77198963,,
2025-07-17 13:56:55,,,20216963.485079538,,
2025-07-17 13:57:00,,,20216963.485079538,,
2025-07-17 13:57:05,,,20216963.485079538,,
2025-07-17 13:57:10,,,20216963.485079538,,
2025-07-17 13:57:15,,,20216963.485079538,,
2025-07-17 13:57:20,,,20216963.485079538,,
2025-07-17 13:57:25,,,20775942.894257367,,
2025-07-17 13:57:30,,,22248384.52194842,,
2025-07-17 13:57:35,,,22248384.52194842,,
2025-07-17 13:57:40,,,22248384.52194842,,
2025-07-17 13:57:45,,,22248384.52194842,,
2025-07-17 13:57:50,,,22248384.52194842,,
2025-07-17 13:57:55,,,22669711.652118795,,
2025-07-17 13:58:00,,,24816061.532769278,,
2025-07-17 13:58:05,,,24816061.532769278,,
2025-07-17 13:58:10,,,24816061.532769278,,
2025-07-17 13:58:15,,,24816061.532769278,,
2025-07-17 13:58:20,,,24816061.532769278,,
2025-07-17 13:58:25,,,24809752.305959474,,
2025-07-17 13:58:30,,,25391768.69884064,,
2025-07-17 13:58:35,,,25391768.69884064,,
2025-07-17 13:58:40,,,25391768.69884064,,
2025-07-17 13:58:45,,,25391768.69884064,,
2025-07-17 13:58:50,,,25391768.69884064,,
2025-07-17 13:58:55,,,25435619.39265039,,
2025-07-17 13:59:00,,,25435619.39265039,,
2025-07-17 13:59:05,,,25539800.847442158,,
2025-07-17 13:59:10,,,25539800.847442158,,
2025-07-17 13:59:15,,,25539800.847442158,,
2025-07-17 13:59:20,,,23126056.98842515,,
2025-07-17 13:59:25,,,23549703.381921995,,
2025-07-17 13:59:30,,,25458059.899727657,,
2025-07-17 13:59:35,,,25458059.899727657,,
2025-07-17 13:59:40,,,25458059.899727657,,
2025-07-17 13:59:45,,,25458059.899727657,,
2025-07-17 13:59:50,,,25458059.899727657,,
2025-07-17 13:59:55,,,25458059.899727657,,
2025-07-17 14:00:00,,,25466079.02680451,,
2025-07-17 14:05:00,,,,14121689.835,
2025-07-17 14:05:05,,,,21542081.061962724,
2025-07-17 14:05:10,,,,21542081.061962724,
2025-07-17 14:05:15,,,,21542081.061962724,
2025-07-17 14:05:20,,,,21542081.061962724,
2025-07-17 14:05:25,,,,21542081.061962724,
2025-07-17 14:05:30,,,,24325112.485396113,
2025-07-17 14:05:35,,,,25701118.96267544,
2025-07-17 14:05:40,,,,25701118.96267544,
2025-07-17 14:05:45,,,,25701118.96267544,
2025-07-17 14:05:50,,,,29389868.732074883,
2025-07-17 14:05:55,,,,29389868.732074883,
2025-07-17 14:06:00,,,,32053961.53915648,
2025-07-17 14:06:05,,,,32053961.53915648,
2025-07-17 14:06:10,,,,32053961.53915648,
2025-07-17 14:06:15,,,,32053961.53915648,
2025-07-17 14:06:20,,,,32053961.53915648,
2025-07-17 14:06:25,,,,36055226.48396629,
2025-07-17 14:06:30,,,,37728638.322594665,
2025-07-17 14:06:35,,,,37728638.322594665,
2025-07-17 14:06:40,,,,37728638.322594665,
2025-07-17 14:06:45,,,,37728638.322594665,
2025-07-17 14:06:50,,,,37728638.322594665,
2025-07-17 14:06:55,,,,42645259.83494879,
2025-07-17 14:07:00,,,,43630270.47757519,
2025-07-17 14:07:05,,,,43630270.47757519,
2025-07-17 14:07:10,,,,43630270.47757519,
2025-07-17 14:07:15,,,,43630270.47757519,
2025-07-17 14:07:20,,,,43630270.47757519,
2025-07-17 14:07:25,,,,43630270.47757519,
2025-07-17 14:07:30,,,,47193907.09324414,
2025-07-17 14:07:35,,,,47193907.09324414,
2025-07-17 14:07:40,,,,47193907.09324414,
2025-07-17 14:07:45,,,,47193907.09324414,
2025-07-17 14:07:50,,,,47193907.09324414,
2025-07-17 14:07:55,,,,51140951.07822099,
2025-07-17 14:08:00,,,,51247159.53403568,
2025-07-17 14:08:05,,,,51247159.53403568,
2025-07-17 14:08:10,,,,51247159.53403568,
2025-07-17 14:08:15,,,,51247159.53403568,
2025-07-17 14:08:20,,,,51247159.53403568,
2025-07-17 14:08:25,,,,48948328.59869386,
2025-07-17 14:08:30,,,,52243142.23159141,
2025-07-17 14:08:35,,,,52243142.23159141,
2025-07-17 14:08:40,,,,52243142.23159141,
2025-07-17 14:08:45,,,,52243142.23159141,
2025-07-17 14:08:50,,,,52243142.23159141,
2025-07-17 14:08:55,,,,52243142.23159141,
2025-07-17 14:09:00,,,,52241346.21929774,
2025-07-17 14:09:05,,,,52210248.963591464,
2025-07-17 14:09:10,,,,52210248.963591464,
2025-07-17 14:09:15,,,,52210248.963591464,
2025-07-17 14:09:20,,,,52210248.963591464,
2025-07-17 14:09:25,,,,48544379.65641483,
2025-07-17 14:09:30,,,,52106848.928501815,
2025-07-17 14:09:35,,,,52140304.311347276,
2025-07-17 14:09:40,,,,52140304.311347276,
2025-07-17 14:09:45,,,,52140304.311347276,
2025-07-17 14:09:50,,,,52140304.311347276,
2025-07-17 14:09:55,,,,52140304.311347276,
2025-07-17 14:10:00,,,,52073614.78050814,
2025-07-17 14:15:00,,,,,650784.9843668096
2025-07-17 14:15:05,,,,,691511.8296920132
2025-07-17 14:15:10,,,,,691511.8296920132
2025-07-17 14:15:15,,,,,691511.8296920132
2025-07-17 14:15:20,,,,,691511.8296920132
2025-07-17 14:15:25,,,,,1187908.1746729072
2025-07-17 14:15:30,,,,,1187908.1746729072
2025-07-17 14:15:35,,,,,1291922.5374893567
2025-07-17 14:15:40,,,,,1291922.5374893567
2025-07-17 14:15:45,,,,,1291922.5374893567
2025-07-17 14:15:50,,,,,1291922.5374893567
2025-07-17 14:15:55,,,,,1291922.5374893567
2025-07-17 14:16:00,,,,,1673539.8744231784
2025-07-17 14:16:05,,,,,1673539.8744231784
2025-07-17 14:16:10,,,,,1673539.8744231784
2025-07-17 14:16:15,,,,,1673539.8744231784
2025-07-17 14:16:20,,,,,1673539.8744231784
2025-07-17 14:16:25,,,,,1673539.8744231786
2025-07-17 14:16:30,,,,,1803411.6982561524
2025-07-17 14:16:35,,,,,1897868.8302859238
2025-07-17 14:16:40,,,,,1897868.8302859238
2025-07-17 14:16:45,,,,,1897868.8302859238
2025-07-17 14:16:50,,,,,2130217.247558342
2025-07-17 14:16:55,,,,,2284889.0002842504
2025-07-17 14:17:00,,,,,2284889.0002842504
2025-07-17 14:17:05,,,,,2284889.0002842504
2025-07-17 14:17:10,,,,,2284889.0002842504
2025-07-17 14:17:15,,,,,2284889.0002842504
2025-07-17 14:17:20,,,,,2657990.6494465196
2025-07-17 14:17:25,,,,,2813870.92703552
2025-07-17 14:17:30,,,,,2864673.3564669737
2025-07-17 14:17:35,,,,,3048145.7658872316
2025-07-17 14:17:40,,,,,3048145.7658872316
2025-07-17 14:17:45,,,,,3048145.7658872316
2025-07-17 14:17:50,,,,,2860670.1250277758
2025-07-17 14:17:55,,,,,3014826.5907460614
2025-07-17 14:18:00,,,,,3014826.5907460614
2025-07-17 14:18:05,,,,,3370647.3417896465
2025-07-17 14:18:10,,,,,3370647.3417896465
2025-07-17 14:18:15,,,,,3370647.3417896465
2025-07-17 14:18:20,,,,,3370647.3417896465
2025-07-17 14:18:25,,,,,3370647.3417896465
2025-07-17 14:18:30,,,,,3124139.417805527
2025-07-17 14:18:35,,,,,3624660.568767671
2025-07-17 14:18:40,,,,,3624660.568767671
2025-07-17 14:18:45,,,,,3624660.568767671
2025-07-17 14:18:50,,,,,3624660.568767671
2025-07-17 14:18:55,,,,,3624660.568767671
2025-07-17 14:19:00,,,,,3624660.568767671
2025-07-17 14:19:05,,,,,3591419.3717427826
2025-07-17 14:19:10,,,,,3591419.3717427817
2025-07-17 14:19:15,,,,,3591419.3717427817
2025-07-17 14:19:20,,,,,3919552.8300351296
2025-07-17 14:19:25,,,,,3930745.537792073
2025-07-17 14:19:30,,,,,3930745.537792073
2025-07-17 14:19:35,,,,,3930745.537792073
2025-07-17 14:19:40,,,,,3930745.537792073
2025-07-17 14:19:45,,,,,3930745.537792073
2025-07-17 14:19:50,,,,,3930745.537792073
2025-07-17 14:19:55,,,,,3655527.109805158
2025-07-17 14:20:00,,,,,3591419.0454416396
